n_items,n_distinct_skus,total_weight_kg,max_fragility,avg_fragility,n_fragile_items,n_temperature_sensitive_items,avg_historical_damage_rate,distance_km,warehouse_load_ratio,is_peak_hour,picker_experience_years,picker_avg_quality_score,picker_avg_picking_speed,rider_experience_years,rider_avg_rating,hour_of_day,had_quality_issue
13,7,13.0,99.3780867883498,59.60953644298992,5,1,0.12626430169491376,5.46,0.7682192035153066,0,3.414224210854492,94.68259624910198,7.1001758717315635,2.5276814265098775,3.865164277899609,5,0
20,14,6.54,55.128597717740604,45.48332259099796,6,0,0.041188606309135185,9.0,0.41423264837251506,0,3.5623788456090377,77.80059567932082,5.513485938648979,2.4485388490688553,3.8909144265439357,13,0
24,10,14.77,60.770974207495996,31.086714917119817,5,4,0.1272604781533383,0.5,1.0430351259860289,1,2.0689975766004176,75.5389821164997,8.183031724708668,0.05,4.565022544486125,18,1
23,13,6.84,33.8147941175771,16.521727935197358,2,1,0.06817629134871948,8.35,0.7842319371972637,0,2.4324098102236,78.99676293197003,5.775045335552525,0.05,4.226672820233809,4,1
5,2,1.26,39.64484531236344,24.60626460780517,0,0,0.10754119225370107,4.15,0.057602683608278915,0,0.05,72.53288345504741,5.084864536108972,0.05,4.265214024119724,12,0
15,13,3.97,70.00682727021403,40.74565426333867,4,4,0.005,5.96,0.5563311689616528,1,1.576374382425378,88.30010719613563,5.204111026489644,1.544712930822378,4.666193404968048,20,0
3,1,0.91,57.688725279374665,19.466443766588803,0,0,0.10733938447481992,12.75,0.05,0,0.05,81.91035222498896,9.57459332088722,5.657954502971821,4.575999567403393,1,0
17,13,17.61,86.03237031816717,55.80929595172168,6,5,0.09306778738414703,4.51,0.2995286294701893,0,3.4946195104824387,82.52345209208151,6.361017947076885,2.8592272492150426,4.30706173217529,2,1
24,14,17.85,57.666123037588605,44.461213094802815,7,8,0.06467715729729472,0.77,0.528405958924402,1,5.766302013581798,93.38407921003396,8.409465768721883,0.6735533977345685,4.875378823691064,20,0
2,1,2.29,80.55326926604653,60.15760324125422,0,0,0.006035695689724854,1.39,0.36912219210432007,1,1.3468780184250195,82.9975523546937,7.0706324256918585,0.659153605181507,4.186334377607928,21,0
16,13,11.81,29.63157633978183,20.94597713872542,2,4,0.09301011340620269,6.69,1.3597207887298342,0,2.5661352549553293,97.75568465936004,7.534749113061838,0.9728759282662012,4.014943128333925,16,0
23,9,19.06,41.52606380242179,16.716511377738524,2,1,0.12344276245897609,6.47,0.9620784539867706,0,2.8675791856430637,81.80195624104437,5.767379171879234,0.05,3.89390297687704,23,0
21,8,8.07,76.09674299918892,59.99325897788863,8,5,0.04813077810852326,6.31,0.5852620940069426,0,0.3814968993247181,66.94113807118617,6.2382545405735295,0.672453367873052,4.879836593199833,17,1
10,5,7.41,46.98431052128812,37.85898704668619,2,1,0.04931058435338267,0.86,1.199409301794394,0,1.989649643434709,73.13421444052685,4.533884742365048,2.691442762720528,4.146904056190728,15,1
3,2,1.76,31.3883313321937,30.544623164158416,0,0,0.1276333286767587,14.11,0.35893647324727235,0,2.94836691079087,74.72699892021811,4.628007025549873,1.6603538060847094,4.405526140437529,0,0
23,13,26.02,87.38350326221632,50.37053090435272,8,0,0.18261326727836868,11.86,0.5837365822735303,1,2.4703961705722213,83.12780846287,6.011990937509125,1.3879374460371423,5.0,20,1
23,9,26.08,52.704716551586024,49.551883250206,8,7,0.1363771471014547,6.52,0.9988667149878052,0,2.2953232471147578,97.22084905932631,5.825339755336698,3.2507805825737073,4.082464380195062,7,1
14,7,5.58,20.545574293635653,7.373197791867575,0,2,0.09376780922898112,0.5,0.3095310652978151,1,1.7257990051547887,83.88639134993781,6.174717198840447,0.3098607516011054,4.445779929741903,19,0
24,12,19.68,73.08033955942193,65.46219270789396,11,6,0.06540645135266539,12.34,0.9397622056318821,0,0.8942270080428054,79.7143666329486,7.823660952130361,2.6426431712854717,4.443375714800947,0,1
1,1,0.84,45.736138289525144,25.971047244861776,0,0,0.07834994259539972,10.55,0.8024742297852524,1,3.281565634681355,78.96788564762902,9.772932335885745,0.28927755416264,4.418954669341658,10,0
15,10,11.44,80.198190866511,72.40039705032191,7,4,0.005,6.41,0.9058267898750528,0,5.016591368639803,87.45445355122888,4.6503000925149225,3.24609642884712,4.767090639070203,14,0
1,1,0.32,35.11037195774337,5.6619305015994215,0,0,0.0707368646359337,10.8,1.3290914645853777,0,0.05,86.1548409695919,7.11485135078839,2.096069020178571,4.5526705249953725,2,0
23,12,19.64,50.975554330782565,41.982775414566845,6,3,0.14719307245749014,4.02,0.8594374285261066,1,0.05,89.97700985772963,5.370607424316418,2.245576032380576,4.475092277128351,8,0
17,12,16.98,38.334600332474835,30.916333579353527,3,3,0.08237809146058274,2.16,0.7441141068673248,0,0.25676290277512415,74.96311060491371,3.44794402859485,1.7979971662923115,5.0,1,0
22,16,11.99,8.675408711726948,0.0,0,4,0.04247001054737246,6.63,0.1759256996978229,0,1.4940769573201722,100.0,10.678885148892883,2.8164195044849514,3.807858586846711,11,0
14,7,10.0,61.383108019955905,49.480575517136586,4,2,0.0369200909231399,0.5,0.7735998226127865,0,1.7803605086641785,78.55490156994287,6.29937515193295,0.7201788116842971,3.925457702473865,2,0
2,1,0.63,25.673255440535044,0.0,0,0,0.07809402776726716,1.56,0.5320192211752599,0,2.4034568437315773,75.64651956023543,5.745394663005108,3.516511957857718,4.3739110218880635,5,0
1,1,1.13,36.96846432976275,28.58332905872543,0,0,0.005921789460039142,8.18,0.6569051843225204,0,2.3159868053568027,93.94644240325871,8.03277882264717,1.6155142760249606,4.609247842203721,12,0
9,7,2.79,87.16807204671312,59.29406050975613,3,0,0.02548671849187563,6.96,0.5342984750516113,1,1.9781503256926645,91.02532306604556,10.758218430052588,2.7410451477762776,4.38347498367153,10,1
18,8,7.35,40.546043875998485,23.339208499509148,3,0,0.1719690509042494,0.5,0.8720294220596747,0,4.235448717106269,75.56144808449099,6.9800398305858735,2.98952016265645,4.136440444514663,0,0
4,1,1.99,22.998191789601115,15.117848666658567,0,0,0.01783397151832044,4.36,0.35328372129034274,1,0.7186725439134007,88.77842260654691,10.999236281215737,0.8524320155356058,4.905839551069384,19,0
21,13,21.54,62.209622950405866,52.60784235236422,7,4,0.03190760208362544,0.65,0.7742177772803923,0,3.6516216767092096,77.73980569118913,6.403967391999633,2.74134377928896,4.724341847145175,11,1
6,2,5.4,50.60395553645535,29.510602888353212,1,1,0.09748027209556154,4.05,0.3354492266966305,0,5.376174476330988,86.18905268330661,8.269447283217517,0.8835364475276404,4.159751127662049,7,0
12,5,2.48,41.233842071232935,26.088686716823915,2,3,0.053494144575986224,3.61,0.07044222432539682,0,0.05,84.34663150273927,4.98220439567347,0.05,5.0,6,0
5,2,1.92,83.5987681241383,63.04983449772511,2,0,0.08531803633275545,9.97,0.5803929726834873,0,0.05,100.0,5.004276416255702,2.2898432993285858,4.2335548920944435,2,1
12,8,11.4,41.82305139262444,9.3198678265993,0,2,0.13177254414233391,5.37,0.8623624798124705,1,2.496983900947303,95.90337048327741,6.999180196013826,5.245960922934282,4.291606488969153,20,0
11,7,6.64,26.721895463738143,24.888640379650717,1,3,0.005,5.03,0.4280516778004306,1,3.234923802761271,92.66610419459116,8.830583819664122,1.017449332175901,3.788051212241312,18,0
1,1,0.23,69.80625947410294,54.06183424353496,0,0,0.1252547831867147,4.43,0.747806730084217,0,2.257939422688838,89.65560997630513,5.552943032226815,2.7673672496813255,4.505309529055506,2,1
14,11,16.29,24.514869737125423,7.897158178790612,0,0,0.04505661573882805,0.5,0.5729569230527771,1,0.05,69.46665064645528,8.133872468559236,3.228360096286416,5.0,21,0
19,10,6.67,84.09432389595749,74.05763751419624,10,4,0.06283541340594719,5.61,0.33760237755465894,0,0.05,83.85021014454583,7.140877340518132,0.26059804489630967,5.0,16,1
23,19,16.34,47.9045234441282,30.229355328531007,4,0,0.19532551336303053,7.93,0.8950537065143285,0,1.38713585833881,77.61103683728692,5.96948720373104,1.0723433591080704,4.257074807005634,16,0
8,6,3.59,76.90492598066659,54.23960239107203,3,2,0.005,6.93,0.47203600896530507,0,2.8651918465177775,81.48699305155884,7.773949428386173,3.8743500329700167,4.1841257239700145,1,1
22,17,20.62,77.59190223038738,54.19357391649592,8,1,0.11544216273395719,8.77,0.8311178142967128,0,1.6327613344440968,82.85970245219968,5.049268665571672,2.9826688525629494,4.408724304396734,6,1
22,16,21.49,58.44299851421971,31.649665672826593,4,2,0.14768176440801112,8.97,0.18893469827777698,0,2.5413999406721057,64.851718431484,8.330481334373243,2.1056008411254177,4.970609512513773,12,1
24,13,14.33,27.53248831964704,24.4617335393757,4,7,0.038988158045159045,14.79,0.747883624924408,0,2.4964258639922794,79.16132425312247,6.070103717563422,0.05,4.481935272480366,16,1
9,4,7.73,52.45508167323482,34.054779637007684,2,0,0.03993627112979142,1.49,0.9183509133446024,1,3.6898329667362413,83.27060279652818,7.795520284212945,1.1342667068365238,4.719413557188895,8,0
21,12,23.29,80.98355603363417,50.67905344478825,7,0,0.057879926160144875,6.94,0.8231204010483235,1,0.3426696245513925,91.25376628530286,6.872407259287328,2.781027923959249,4.678179610374329,19,1
14,6,14.21,31.50046630391156,13.29865343286113,1,0,0.03863264419573386,7.39,1.012389337432543,0,2.3410514218774163,74.16364502981855,6.659483854825214,0.05,4.853130589459698,13,0
2,1,1.23,34.78775245728129,8.528311047915722,0,0,0.08398825974524278,4.72,0.9259228923901968,1,4.501948524541142,74.09658023404518,1.5,3.218109947850534,4.744474689352465,20,1
7,2,4.49,91.27041448237692,67.6524598785797,3,2,0.13355636450805303,3.47,0.8047257592774151,0,0.9359976085825967,73.43309989750766,5.477333117264334,3.6977375049460792,4.144882191662476,1,0
17,6,18.48,37.42194522189989,18.83318845047628,2,2,0.05820597687283888,8.0,0.996103917551689,0,1.19696839325182,78.81856393427677,4.707698517398077,4.700590645627958,4.462741770793985,6,0
4,3,0.94,45.946987214363276,42.78984540462486,1,1,0.13571326107617823,7.61,0.5691847933314627,0,2.3380221159193724,70.72325944037902,7.492343747744595,3.9107389082285637,4.22090417679404,12,0
11,8,2.45,55.880507096502264,30.551507404219734,2,2,0.16406063517555505,1.79,0.8824474270180109,1,0.5084469232917304,95.26881834193216,6.0834936941395465,2.601665407597178,4.774237315105142,18,0
19,12,7.71,52.907476734049354,31.52695655308493,4,0,0.1058635627214245,0.5,0.7076231152966975,0,0.33710992144976837,89.75908999143005,3.489945291062961,3.1678490114131943,4.607690673350579,12,0
4,2,4.11,66.69595686320831,66.46857387052819,1,0,0.11152901368662693,4.03,1.347715149101464,0,1.6445728553103036,100.0,7.51752431947511,1.4657525660996842,4.623970514001024,6,0
12,8,4.24,41.400545650470036,33.12627786933448,2,3,0.0443627257213186,3.31,0.7957233058360207,1,1.809515687572062,76.68584429344683,6.201563195198837,1.1713765872979045,4.545801390686274,20,0
6,5,2.91,29.605808218986088,27.149825179206697,1,0,0.005,8.41,0.2500889412158115,0,3.402348177339676,90.60482360901395,6.393299618317508,2.656398897517602,3.7922502915539913,0,0
13,9,10.78,51.87562640711258,29.06625600195236,2,2,0.11514228028830983,2.3,0.7885616578502987,0,0.7652593689265663,69.86495758097738,7.328337344583582,0.7650145374325723,4.623524123689549,1,0
6,4,2.31,24.529832825055774,23.923914780294876,1,0,0.1277885674177801,5.29,0.3670738007558294,1,2.2487660633847217,96.69544291627406,6.955063913872042,1.3590409475286773,3.893838724913842,8,1
24,15,12.07,53.95484280549579,20.25800476224903,3,4,0.09454665934820845,0.5,0.9549712587884569,0,4.174899016413014,79.85435393899837,10.123893506184473,5.286048009504373,3.996873978640246,2,0
2,1,1.33,61.910328975977954,24.01216901585064,0,0,0.13458614795012447,0.5,0.9612735609588441,0,4.079707165208362,81.15748077760222,8.139348286495904,0.8901972751267007,4.850543878567995,7,0
24,17,10.27,100.0,71.59062248354954,12,1,0.047104211635073445,2.92,0.4868253051087932,0,2.023693149000776,94.75436187278893,6.6263896316839945,2.3547962642340146,4.245492205737886,23,1
20,17,23.85,59.71613261788094,50.652754195329365,7,0,0.11111093278717474,5.0,0.3367584741085866,1,2.502266333418872,94.14578017176156,7.094026310848086,0.05,3.851500279072376,10,1
21,12,7.63,47.21131014187594,27.40567592508721,4,7,0.1683286320855612,2.72,0.7464678182140093,0,0.7516187509711694,72.20035534847827,6.110804289719536,0.7663614474463674,4.151829464542978,11,0
21,12,22.05,92.24317495618499,56.59642396161409,8,0,0.11994007458147168,6.57,0.3836130357311323,1,2.662166338075639,80.93987722087522,5.624973249883836,0.7795184980481715,4.698183201737934,9,1
5,3,3.35,27.57513731080608,0.08173636947785212,0,0,0.16056534632171912,0.5,0.40654180482817487,0,4.648548844416194,96.2492889530648,8.089024895763005,1.8125704137446739,4.21114486254427,17,0
23,14,7.57,77.21476595242281,65.26492373774474,10,3,0.16094939103767864,5.14,0.5228780092523109,1,4.278933964081373,78.3208245926254,9.407712592764918,0.6800479549512244,4.845048115906243,9,1
15,13,4.78,96.85150229400742,63.49342693619229,6,1,0.006716935466962504,5.19,0.918508837461193,0,2.1644079063638166,85.05937555354859,6.202429016167505,1.5694567713323289,4.764011106042986,7,0
24,18,16.81,100.0,84.19934830852011,14,6,0.12315086458550967,0.5,0.1806221011515664,0,2.753441781662447,87.38054676991287,7.481716439129376,1.2333765204832465,4.801430156082227,0,1
22,12,12.18,86.45351288891489,57.25413165973045,8,2,0.04208272705037467,6.91,0.4359306102008507,0,1.0231982716234993,96.08947387930729,4.866044942594928,1.696117797549674,4.661016738110634,15,1
14,8,6.08,83.39553703116371,44.61915996503379,4,3,0.013550996066349935,0.5,1.539558061989992,1,0.7124209501432963,88.67783303597508,7.665779490885334,0.05,3.891606204945213,19,1
9,5,10.43,100.0,63.405088467099276,4,1,0.06286074150366579,3.26,1.383831394600922,1,1.6171815013132118,79.56519475640384,4.833933775823714,0.05,4.295824951098909,10,1
3,1,1.99,41.425063024232685,21.232192509780866,0,0,0.1852495425157954,9.15,1.1234295496883298,0,2.6332110907131137,62.36594516297964,6.869591513133624,3.155504703125306,4.575208426961516,7,0
3,1,3.39,32.5653379476862,26.300837182552698,0,0,0.04737199326477019,0.5,0.7153266634942111,1,3.35508004958319,89.03544173431371,7.302438880906527,1.123564987519792,4.079561129603385,19,0
10,8,3.64,58.36898209404663,33.58661399402434,2,0,0.005,8.68,0.9631980127013278,0,2.073177543378117,83.72355826726276,8.877763223700331,2.281368057098064,4.604442743165772,22,0
20,14,7.67,90.86953361999966,65.11539367980865,9,5,0.005,1.34,0.565349780548279,1,2.9042413476180347,99.75867224439378,2.7984800546679125,2.5699773565472275,4.826628275288444,10,1
13,6,10.35,39.05647192939561,16.170676238790858,1,3,0.10870276191392135,3.64,0.05,0,0.05,87.75748173496872,9.390931088019622,2.0946284027985014,3.949577764662922,4,0
12,9,5.64,30.716596675024075,13.834642653467501,1,3,0.034470483302488655,11.63,0.5004255458765563,0,2.4727148808097867,76.33358677187971,8.688733412095875,0.05,3.6768672390418056,16,0
6,4,2.31,63.466247321619676,40.20383772055437,1,2,0.005,3.49,0.5341070171286219,0,1.2076430879181523,69.53687502335681,7.457093574719151,0.05,4.4387205890346895,14,0
14,7,4.13,72.14728306668309,50.785670935669046,5,3,0.005,12.46,0.70987988635396,0,0.19866415401389537,80.2750573985402,5.949400703263311,1.35450059380323,5.0,7,1
16,11,4.42,57.31993249826181,19.532227329318324,2,2,0.09001509695095407,4.78,0.8690405312895783,1,2.9263782154094953,85.62782714289416,8.42598171279814,2.0320848857030813,4.379220206149443,19,1
24,16,22.88,83.25321226872765,49.74919496098253,8,2,0.12676913882004412,5.66,1.2778244698750982,0,4.515456527348537,83.04708090131199,9.902460283330646,4.074123295950514,3.891112988340671,4,1
18,14,8.68,80.85235036411704,65.1047855251089,8,5,0.05325706371973392,9.37,0.7111229947107295,0,2.1780516882426735,69.37877841582527,6.024433532169454,4.930879992857934,4.623069730371292,1,0
15,7,17.68,84.24481890886426,61.41015725663755,6,4,0.1189387295811513,8.18,0.3487675918685824,0,3.607669760015509,54.13177070517545,9.126560781531328,2.4988840127578107,4.531769346645918,5,0
22,10,8.43,65.41455685463191,42.772440907621316,6,0,0.1348957797738057,6.62,0.6314253340980293,0,1.531666231903748,72.43020635461832,8.28697666853033,1.8469413113645268,4.630191306470495,17,1
11,7,6.1,53.435576857289334,33.006849524442494,2,2,0.032977371965212464,4.15,0.9254370156022453,0,5.484580693490622,57.60740153718239,8.757299226106472,1.8484589376702139,5.0,13,0
23,9,13.22,75.50634188689,73.18371998424311,12,1,0.07272684639561393,0.5,0.6607240533152988,0,0.05,72.18422188152476,7.919104898523121,1.893984153304069,3.914996235777844,16,1
9,5,6.3,63.84266772561442,35.338887878811924,2,0,0.043971087336238605,0.5,0.41876819959309003,0,2.038608644846888,84.41488672695723,6.545605417696693,0.9374553076422258,4.70230766211882,11,0
4,3,4.28,84.93862600273346,55.687801631534505,1,0,0.11233279968079529,11.25,0.8836006968054761,0,3.4023021333769243,96.46100549406226,4.385772771230776,3.999549930287521,4.392327956340017,2,0
11,5,11.38,97.44958519746935,78.08219254208268,6,1,0.0432659653490469,12.8,0.30002073705202914,0,2.1506099102795626,57.52376241395065,5.643365502206973,1.3450302890804582,4.5683174770502175,16,1
4,2,0.84,89.43881640704022,53.375897751858545,1,1,0.007209367460364088,6.52,0.39249971304009973,0,4.402265238546129,71.74731536868927,7.746574635592157,2.480024223009767,4.130929037870035,16,0
3,2,1.83,52.42087958029852,13.06399287604572,0,0,0.08315519668328814,0.5,0.8456323580362631,1,0.05,85.95317743951048,6.156943308454007,2.4573194824212803,3.8421484394153387,20,0
22,14,22.61,40.25801077951515,7.741498811217674,1,4,0.14662069770531655,2.91,0.4251758659635479,0,2.022092316182406,77.49447858784193,3.0820603674995923,0.05,5.0,3,0
20,12,4.0,65.56667527991439,28.45215275861179,4,4,0.11063436531783469,2.71,0.5766074279613307,0,1.8010694315504527,83.6262645658569,5.447867116929036,0.42598764805530553,5.0,0,0
6,4,4.4,70.1090878623134,50.60898071608095,2,1,0.14041011557362915,3.78,0.7055671021748035,0,2.0235021554782135,85.77221201237165,4.514978534874231,2.488434605006253,5.0,7,1
21,10,9.65,81.35494057166977,44.78528907056829,6,0,0.1351412846068133,2.46,0.6853282642402521,1,0.05,77.88187481844176,6.975807671766843,3.832751958287862,4.106624322033576,19,1
2,1,1.23,100.0,83.55580544020081,1,0,0.08252891460448689,8.08,0.361312330037647,0,1.7338553987224277,94.04691621649576,8.067086366391413,2.2652198865927446,4.341291064154665,2,0
7,5,4.34,69.51392243885422,44.57123833075096,2,1,0.04415071039805,6.99,0.8151083761324183,1,1.659980995459408,100.0,6.909234168272445,2.9962499654674466,4.889744032447773,20,0
17,10,10.06,33.82513824608647,27.79629323148605,3,4,0.027816222296261246,12.32,0.37885567293680156,0,2.589070064633201,71.328018768552,3.8435367789882036,0.33194943576699476,4.339656916856669,22,0
8,4,8.74,16.158780720805762,10.066473731582413,0,1,0.005,4.44,1.2777261871234842,0,3.9572187362850655,91.2692662314321,5.8278994237412745,2.0404991693292147,4.127884582336691,17,0
18,7,13.26,79.86185595621544,60.96962231374158,7,2,0.1513729732568811,6.8,0.559511431549115,0,2.3783751156868416,100.0,4.635542956246003,0.23534894421298436,4.5685669693025535,23,0
21,17,23.18,64.28987326166185,34.866652957418474,5,7,0.060163694958845604,8.96,0.9127629879588985,0,2.868431024724093,96.4715444124237,6.267950560647316,3.162133253123366,3.9078298622137777,16,0
2,1,1.85,21.920693442072846,1.864925098879901,0,0,0.005,10.09,0.9566006978132993,0,4.212029645901886,75.10945860549063,7.894494400932868,2.064238329559273,3.6739207988767926,2,0
1,1,0.55,67.48372615990317,35.48973326413593,0,0,0.15405951311425986,1.06,0.5757943376348512,0,4.102729540949437,78.71829741698602,6.700823037197869,4.602985322149381,5.0,22,0
23,13,15.95,43.88529880389129,13.093761555205848,2,7,0.08565601712563398,7.62,0.36152111443535606,1,0.05,64.67425265557395,6.585843172204587,1.9673122348900933,4.281089775752068,19,1
13,9,7.67,33.780299660696855,25.63597477230406,2,3,0.13806615824251323,6.59,0.9553811803700423,1,3.475839954756033,76.30037969191844,9.369622100757713,0.05,4.72877687010734,21,1
13,6,13.37,40.44680242561191,35.13622348173866,3,1,0.06430749912662054,7.21,0.20209092126329936,0,3.465791683522733,76.60335281943775,4.92026374611436,2.491681671754035,4.290841369043812,2,0
12,5,4.65,43.3194641656964,15.086082936630206,1,3,0.032403575503281,6.24,0.2555747227686066,1,1.7804693254373962,86.57524956830785,8.545640274649823,1.3109764298385287,4.496295046292507,8,0
11,7,12.5,37.087486309837814,24.272268282960155,1,0,0.10674493014408622,12.85,0.9124437809924025,0,1.4663690772353353,70.63771639859065,5.995981839823627,3.4279171518045386,4.4228440209768385,4,0
17,12,13.27,55.88523941559639,18.629363649506985,2,4,0.11171810097429255,2.44,0.6297262984295021,0,0.3934029850033327,82.72189292510735,11.047825010794886,0.9080387277336823,3.8019643644880916,15,0
14,6,11.36,53.95994753691161,19.21963768095482,1,3,0.0632059532832179,2.2,0.452587917357808,0,0.05,84.08319621279136,7.035511012138942,3.875839124670229,4.160029206626053,14,0
4,2,2.87,30.873070694351377,12.823548623105676,0,0,0.1588116836430875,2.72,0.5254653102610761,0,3.55966505643486,77.34136008255489,3.288991522598859,0.05,4.689229212147288,12,0
16,9,12.07,47.599412557015484,24.379179578731303,2,5,0.13672815205093244,4.84,0.42157675311246917,0,3.4241824807937578,90.38346649549649,5.850222098406347,4.117744121733353,4.532403216139678,3,0
17,8,14.75,49.20079203375586,15.316634280973027,1,4,0.11388583966995114,7.17,1.463400518736047,0,2.0400526938016794,77.47969090251473,4.23953585376398,0.05,4.393874438634503,2,1
3,2,2.57,82.7596183999859,47.9048505514686,1,0,0.013401671006889687,4.18,1.0564368772531494,0,3.335771612636328,85.25467743652639,10.36724195197905,0.8184545407598396,3.5845949838795663,23,0
10,4,4.14,61.69657447426168,39.41760117766639,2,2,0.005,10.03,0.411489932807395,0,3.837718444709231,69.0096690017825,5.241853568372348,3.018685245105387,4.605842604716787,5,0
19,12,14.87,100.0,61.28373494979734,8,5,0.15194105509648825,5.99,0.5905729184482099,0,0.05,74.21513987054931,8.77446192318485,5.212028952680322,4.217513955154084,22,1
15,6,8.32,97.34622091915706,76.50747458962726,8,2,0.005,5.61,0.9088855643917481,0,2.5989041048654786,91.60301461010258,8.23701939759534,2.1267841021519125,4.154235018956176,12,1
4,2,3.35,51.54545675293197,49.90115030627892,1,0,0.07454123709293307,0.68,0.3584681871213691,0,1.8116494295653338,65.28987876540397,4.42378241205926,0.05,4.067762089791366,0,0
1,1,0.75,67.39872120322075,44.89091454193277,0,0,0.08879866088090459,13.28,0.5044465108435137,1,2.891602925621039,89.52654720000811,3.7799656169398768,0.05,4.433247534365665,10,0
14,8,5.32,82.36769599147556,51.28741999048766,5,4,0.05061720852097901,5.81,0.5956586863164695,1,2.4981559589465685,78.72538683598188,8.295526219024172,3.428310958240468,4.35653810919667,21,0
12,7,11.22,84.66236009407481,45.26495397404749,3,1,0.07788072544406723,12.55,0.39151611157938143,0,3.4318219998520005,61.6810749469826,5.900762497557266,4.471630662034867,4.239891823250993,13,0
24,20,15.77,40.31912870914796,36.104385599385026,6,4,0.10521782514874055,3.51,1.0837416723552808,0,0.05,77.55195758753672,6.534882252384958,3.63932208360987,4.940187995988853,22,1
13,8,9.77,51.97632012823897,34.35483226035723,3,2,0.04476675580270009,9.32,0.4499741032739605,1,4.302346942464773,89.34194724365324,6.805848599107166,2.2525537802651345,4.414807477934011,19,0
23,18,20.07,35.98925586402346,12.523260790635302,2,0,0.13288461862473575,3.75,0.6592474619717246,1,1.3621410212436347,100.0,1.5,0.8538279062745957,3.8165464989343447,21,0
6,3,5.12,88.71477400657638,53.456230194706464,2,0,0.11494853207738007,13.28,0.7408378283424818,1,1.9851874422764708,100.0,6.3750468304758945,2.768330114014174,4.145910329862875,19,0
11,6,10.44,62.94711356392008,34.311514183116735,2,0,0.06920248365574609,10.48,1.2551506979294593,0,0.05,72.69509778766937,8.566699258759959,2.5243524829061545,4.485698588967515,16,0
4,1,1.63,76.13926811918908,66.88941743439413,1,0,0.030414121189002358,9.4,0.6697955623065424,0,2.034308639203805,89.99132943361191,3.3352028224487085,4.965568108723815,4.66829830274819,6,0
14,8,4.35,89.50855724387165,55.13298987887696,5,4,0.07456034756444824,3.1,1.4479341858232275,0,2.1709198898946895,77.52198909302184,7.971674076578529,2.774777560304438,4.002942706990659,14,0
5,3,4.35,47.79879582822026,21.229064309928496,0,0,0.20664021368939517,13.63,0.5730572770880495,0,2.072329397649263,75.88569783863841,6.109545682931738,3.327518038551658,4.003538394225225,6,0
12,9,5.23,98.23347969509584,62.427203031772606,5,0,0.03455427690349111,14.15,0.6227246328185296,0,1.0225145731258245,92.0596674754173,4.4531802295967795,1.8193314260179965,4.5951670191005825,15,1
9,6,2.83,33.37495500837054,0.0,0,1,0.17184684351326968,4.48,1.0279385609957121,0,0.24861096324348697,84.27167335347448,7.123605682692564,0.5175370066646137,4.431079064646322,14,0
5,3,1.66,82.63546568875827,77.46496638907188,2,1,0.005,6.65,1.3720269935158904,1,3.2260964857143533,84.30961888061417,6.469002889560976,1.9379916451111499,4.54799126497699,19,1
3,1,1.54,43.973029370908506,5.554203889507367,0,0,0.028352826406738932,9.71,0.6074243885460572,1,0.05,65.22599800233715,8.953359928819287,0.05,4.127604848978666,9,0
13,5,15.49,64.0643249414936,45.89246794175913,4,0,0.04744221791028143,0.5,1.1326552709665445,0,3.4873472889444006,72.33709810641979,5.495037680682105,1.9681891228576374,4.732496264374155,7,0
23,18,8.22,83.7052557125389,44.40315565524561,7,5,0.13694532385206537,10.58,0.9965965147297218,0,4.911233363877257,72.99352717042215,8.82085975279951,2.465744441762876,4.709113408313168,23,1
5,2,2.49,67.20205650401952,59.7217709605185,2,0,0.08332142933284531,10.09,0.4337278615980564,0,5.746846591646673,87.12679859026096,6.433537163563821,1.1571257123438565,4.6514446256292326,7,0
10,4,11.21,59.501392071843,27.768670239302935,1,2,0.15860429123549583,3.75,0.6936658706807959,0,0.46629651920389015,89.3188316021777,7.2787524414252065,2.529774718319828,4.215537135646701,15,0
6,5,6.98,12.195664030116022,0.0,0,0,0.06004146602786545,0.5,0.6857623566409069,1,3.145340582871774,99.35437882488327,5.86664074677836,3.609192241208786,4.208160920701094,21,0
20,17,8.58,29.591878083430167,27.799665949627766,3,6,0.07676841328739316,7.33,0.33896799721397136,0,1.2999205324684935,72.58913465784563,4.770175842587062,2.1897804720111917,4.326037829724495,6,0
10,7,10.8,69.9400463533695,30.178429345007533,2,2,0.06027911841197188,1.47,0.7574632501370167,1,4.159233280757784,99.59190129416314,8.199840148107702,1.8514836219986752,3.693257051606732,9,1
24,14,8.13,12.141412817480601,0.0,0,7,0.20158407686821492,0.5,0.7280042344742688,0,2.8288646150575403,79.3971439562212,6.41700477947329,1.4066844732175492,4.235231408953587,2,0
6,4,5.77,39.2189455873248,35.99817539713623,1,2,0.012785514199984499,7.48,0.8311560296014987,0,1.7323786184433652,82.79022388152532,5.907156283631509,1.6110370122351472,4.745107542695553,4,0
2,1,0.43,45.75115469957005,11.331267249380002,0,0,0.049508183539314736,11.27,0.724443196536879,0,0.743373667573014,80.83110281472572,8.291204520636994,4.960495335436583,4.060640208329801,17,0
14,8,8.49,66.56068420328064,49.279872268055975,4,0,0.021322261962372725,5.12,0.46645657295753495,0,1.6086948808023867,84.5343333793999,9.196602994470581,0.8048149258341049,5.0,2,0
16,9,7.16,52.644342913385415,29.586245811816692,3,3,0.11439874826281755,10.74,1.5561566664707587,0,1.1210662864864551,88.97231209224245,5.543372719605585,1.0452208669291243,3.8877022004178476,7,0
